NO,PROVINSI,KABUPATEN,STASIUN,BUJUR,LINTANG,HTH,KRITERIA
1749,Jawa Tengah,Klaten,Trucuk,110.66323,-7.72701,1,1
1750,Jawa Tengah,Klaten,Manisrenggo,110.48843,-7.7187,1,1
1751,Jawa Tengah,Kudus,Kudus,110.859,-6.80391,9,2
1752,Jawa Tengah,KUDUS,Kedungupit,110.847,-6.78223,3,1
1753,Jawa Tengah,KUDUS,Karanggayam,110.84959,-6.74339,10,2
1754,Jawa Tengah,KUDUS,Karangmalang Wilalung,110.777215,-6.928734,3,1
1755,Jawa Tengah,KUDUS,Jekulo,110.91702,-6.78242,10,2
1756,Jawa Tengah,KUDUS,Dawe,110.86533,-6.73699,3,1
1757,Jawa Tengah,Magelang,Magelang,110.22,-7.48,1,1
1758,Jawa Tengah,Magelang,Sawangan/Krogowanan,110.3438,-7.5286,3,1
1759,Jawa Tengah,Magelang,Dukun/Banggalan,110.34,-7.552,1,1
1760,Jawa Tengah,Magelang,Muntilan,110.275187,-7.575149,1,1
1761,Jawa Tengah,Magelang,Mendut,110.22239,-7.59682,1,1
1762,Jawa Tengah,Magelang,Mungkid/Pagersari,110.27641,-7.55026,1,1
1763,Jawa Tengah,Magelang,Srumbung Bpp,110.329,-7.599,1,1
1764,Jawa Tengah,Magelang,Borobudur-Smpk,110.204031,-7.603853,1,1
1765,Jawa Tengah,Magelang,Ngrajeg Sp,110.24,-7.591,2,1
1766,Jawa Tengah,Magelang,(Semen) Salam,110.321,-7.625,1,1
1767,Jawa Tengah,Magelang,Tegalrejo (Kb Dns Diwak),110.25043,-7.4702,1,1
1768,Jawa Tengah,Pati,Jolong Keb,110.934,-6.652,1,1
1769,Jawa Tengah,Pati,Dukuh Seti,111.031,-6.459,1,1
1770,Jawa Tengah,Pati,Kbp Winong Ii,111.02206,-6.73163,10,2
1771,Jawa Tengah,Pati,Trangkil/Mojoagung,111.074,-6.679,10,2
1772,Jawa Tengah,Pati,Ngemplak,111.04039,-6.58556,1,1
1773,Jawa Tengah,Pati,Cabean/Kedungl,111.119,-6.865,14,3
1774,Jawa Tengah,Pati,Jakenan,111.155,-6.761,7,2
1775,Jawa Tengah,PATI,Rendole Si,111.003314,-6.727419,10,2
1776,Jawa Tengah,Pati,Muktiharjo/Kebun Perc,111.02354,-6.73717,10,2
1777,Jawa Tengah,Pati,Tayu Kulon,111.003,-6.533,1,1
1778,Jawa Tengah,Pati,Juwana,111.146,-6.721,9,2
1779,Jawa Tengah,Pati,Sukolilo Bbi,110.918,-6.931,7,2
1780,Jawa Tengah,Pati,Pucakwangi,111.17097,-6.83767,7,2
1781,Jawa Tengah,Pati,Kbh Sidokerto,111.02225,-6.73143,8,2
1782,Jawa Tengah,Pati,Kayen Bpp,110.992,-6.887,11,3
1783,Jawa Tengah,Pati,Wedarijaksa Bpp,111.071,-6.685,10,2
1784,Jawa Tengah,Pati,Kalitelo,111,-6.479,1,1
1785,Jawa Tengah,Pekalongan,Lebak Barang,109.648,-7.134,9,2
1786,Jawa Tengah,PEKALONGAN,Pg.Sragi/ Kec.Sragi,109.56773,-6.92721,8,2
1787,Jawa Tengah,PEKALONGAN,Kajen,109.57826,-7.03594,3,1
1788,Jawa Tengah,PEKALONGAN,Ponolawen,109.51371,-7.00258,3,1
1789,Jawa Tengah,PEKALONGAN,Brondong,109.52802,-7.04877,3,1
1790,Jawa Tengah,PEKALONGAN,Sumubkidul,109.54163,-6.97059,3,1
1791,Jawa Tengah,PEKALONGAN,Gembiro/Krandon,109.53855,-7.00236,3,1
1792,Jawa Tengah,PEKALONGAN,Wiradesa,109.61334,-6.90207,5,1
1793,Jawa Tengah,PEKALONGAN,Ptpn Jolotigo Talun Teknik Ptp,109.7321353,-7.0732897,1,1
1794,Jawa Tengah,PEKALONGAN,Ptpn Udoro Blimbing Kajen,109.638647,-7.052691,9,2
1795,Jawa Tengah,PEKALONGAN,Bkph Lebakbarang,109.4107669,-7.1041884,9,2
1796,Jawa Tengah,PEKALONGAN,Bkph Kesisi,109.4972074,-7.013719,4,1
1797,Jawa Tengah,PEKALONGAN,Bkph Doro,109.6896273,-7.0270871,3,1
1798,Jawa Tengah,Pemalang,Kejene,109.32331,-7.05157,5,1
1799,Jawa Tengah,Pemalang,Kecepit/Mejagong,109.28975,-7.10453,2,1
1800,Jawa Tengah,Pemalang,Nambo,109.36835,-7.10276,8,2
1801,Jawa Tengah,Pemalang,Banjardawa,109.4136,-6.92409,10,2
1802,Jawa Tengah,Pemalang,Klarean,109.48005,-6.84913,4,1
1803,Jawa Tengah,Pemalang,Lab. Phpt Petarukan,109.461585,-6.896421,8,2
1804,Jawa Tengah,Pemalang,Sokawati,109.461,-6.988,8,2
1805,Jawa Tengah,Pemalang,Bodeh Bpp,109.51036,-6.92324,8,2
1806,Jawa Tengah,Pemalang,Bantar Bolang Bpp,109.38291,-7.06166,5,1
1807,Jawa Tengah,PURBALINGGA,Kar Kemiri Smpk,109.377,-7.449,1,1
1808,Jawa Tengah,PURBALINGGA,Bbp.Mewek/Bpp.Kalimanah,109.34394,-7.40847,1,1
1809,Jawa Tengah,PURBALINGGA,Bukateja Bpp/Bukateja1,109.43167,-7.45037,1,1
1810,Jawa Tengah,PURBALINGGA,Panican,109.39748,-7.45154,1,1
1811,Jawa Tengah,PURBALINGGA,Bukateja Dpu/Bukateja,109.43167,-7.45037,1,1
1812,Jawa Tengah,PURBALINGGA,Uptd Pu Purbalingga,109.36133,-7.390369,2,1
1813,Jawa Tengah,Purworejo,Kec Ngombol,109.96109,-7.815973,3,1
1814,Jawa Tengah,Purworejo,Kedungkamal,109.92055,-7.79101,3,1
1815,Jawa Tengah,Purworejo,Bd. Jrakah,109.9615,-7.70738,2,1
1816,Jawa Tengah,Purworejo,Kedungupit,109.8381,-7.65827,1,1
1817,Jawa Tengah,Purworejo,Sawangan,109.96358,-7.632945,1,1
1818,Jawa Tengah,Purworejo,Trirejo,110.03,-7.63,9,2
1819,Jawa Tengah,Purworejo,Pangen Juru Tengah/Purworejo,110.0452301,-7.67922428,10,2
1820,Jawa Tengah,Purworejo,Pekatingan,109.85613,-7.71495,4,1
1821,Jawa Tengah,Purworejo,Banyuurip/Kld Kradenan,109.992844,-7.726325,3,1
1822,Jawa Tengah,Purworejo,Semawung Daleman/Kutoarjo,109.90678,-7.73676,10,2
1823,Jawa Tengah,Purworejo,Guntur,110.02252,-7.61087,1,1
1824,Jawa Tengah,Purworejo,Ngasinan/Bener,110.04759,-7.5427,2,1
1825,Jawa Tengah,Purworejo,Bd.Maron,110.03254,-7.65608,9,2
1826,Jawa Tengah,Purworejo,Banyuasin,110.03611,-7.68705,1,1
1827,Jawa Tengah,Purworejo,Cengkawakrejo,110.00601,-7.77158,10,2
1828,Jawa Tengah,Purrworejo,Purwodadi,109.997,-7.828,3,1
1829,Jawa Tengah,Purworejo,Gunung Butak,110.011,-7.819,1,1
1830,Jawa Tengah,Purworejo,Sukogelap,109.872,-7.631,4,1
1831,Jawa Tengah,Purworejo,Pituruh,109.84485,-7.68546,9,2
1832,Jawa Tengah,Purrworejo,Wareng,109.85613,-7.71495,10,2
1833,Jawa Tengah,Purrworejo,Bpp Bendusari/Gebang,109.99138,-7.649271,9,2
1834,Jawa Tengah,Purrworejo,Bpp Kemiri ,109.89407,-7.68388,10,2
1835,Jawa Tengah,Rembang,Bulu,111.41,-6.858,7,2
1836,Jawa Tengah,Rembang,Gunem,111.446119,-6.815516,3,1
1837,Jawa Tengah,Rembang,Warunggunung/Pancur,111.465093,-6.708038,10,2
1838,Jawa Tengah,Rembang,Lasem/Soditan Pu,111.447736,-6.69142,8,2
1839,Jawa Tengah,Rembang,Trahan/Sluke,111.499712,-6.63664,9,2
1840,Jawa Tengah,Rembang,Sedan,111.579234,-6.771934,7,2
1841,Jawa Tengah,Rembang,Mrayun,111.58618,-6.87405,3,1
1842,Jawa Tengah,Rembang,Kragan,111.617664,-6.69887,1,1
1843,Jawa Tengah,Rembang,Sarang,111.669523,-6.737085,3,1
1844,Jawa Tengah,Rembang,Bulu Kbh,111.40421,-6.85922,6,2
1845,Jawa Tengah,Rembang,Bulu/Bojonegor,111.41,-6.858,7,2
1846,Jawa Tengah,Rembang,Sluke Bpp,111.499,-6.6346,8,2
1847,Jawa Tengah,Rembang,Kaliori Bpp,111.24529,-6.70388,10,2
1848,Jawa Tengah,Rembang,Lasem Bpp,111.442494,-6.705771,8,2
1849,Jawa Tengah,Rembang,Rembang Pelabuhan,111.502,-6.625,12,3
1850,Jawa Tengah,Semarang,Kopeng 2,110.42012,-7.39759,1,1
1851,Jawa Tengah,Semarang,Smpk Getas,110.516,-7.261,2,1
1852,Jawa Tengah,Semarang,Karangduren,110.515,-7.387,1,1
1853,Jawa Tengah,Semarang,Ungaran/Tby Smpk,110.4135,-7.11108,2,1
1854,Jawa Tengah,Semarang,Ngobo,110.441,-7.167,10,2
1855,Jawa Tengah,Semarang,Jatirunggo,110.49,-7.2,1,1
1856,Jawa Tengah,Semarang,Gebugan,110.38,-7.18,1,1
1857,Jawa Tengah,Semarang,Puncak Ungaran,110.35,-7.18,10,2
1858,Jawa Tengah,Semarang,Banyubiru Ii,110.4,-7.28,1,1
1859,Jawa Tengah,semarang,Klipang,110.47,-7.035,2,1
1860,Jawa Tengah,semarang,Gunungpati 1,110.351,-7.061,10,2
1861,Jawa Tengah,semarang,Boja,110.287,-7.102,3,1
1862,Jawa Tengah,semarang,Meteseh,110.45485,-7.06547,2,1
1863,Jawa Tengah,Sragen,Masaran/Krikilan,110.94,-7.47,11,3
1864,Jawa Tengah,Sragen,Wd. Ketro,110.94,-7.38,7,2
1865,Jawa Tengah,Sragen,Pg Mojo,111.054,-7.345,8,2
1866,Jawa Tengah,Sragen,Batu Jamus,111.05,-7.49,3,1
1867,Jawa Tengah,sragen,Kec. Gemolong,110.83308,-7.39986,10,2
1868,Jawa Tengah,sragen,Bpp Majenang/Sukodono,110.96604,-7.32769,2,1
1869,Jawa Tengah,sragen,Php Karang Malang,110.98057,-7.47792,4,1
1870,Jawa Tengah,sragen,Kec. Jenar,111.121988,-7.312746,12,3
1871,Jawa Tengah,sragen,Bpp Sambong Macan,111.10973,-7.37073,12,3
1872,Jawa Tengah,Sragen,Kec. Miri,110.8267,-7.358,4,1
1873,Jawa Tengah,Sukoharjo,Grogol,110.8185,-7.6014,10,2
1874,Jawa Tengah,Sukoharjo,Kartosuro Pmb (Singopuran),110.74384,-7.54741,10,2
1875,Jawa Tengah,Sukoharjo,Polokarto Ptp,110.878474,-7.640712,3,1
1876,Jawa Tengah,Sukoharjo,Weru Php,110.76051,-7.75461,1,1
1877,Jawa Tengah,Sukoharjo,Weru Dpupr,110.76051,-7.75461,2,1
1878,Jawa Tengah,Sukoharjo,Nguter Bpp,110.51,-7.43,16,3
1879,Jawa Tengah,Sukoharjo,Lorog Tawangsari,110.795435,-7.757248,21,4
1880,Jawa Tengah,Sukoharjo,Sukoharjo Uptd Dpu,,,10,2
1881,Jawa Tengah,Tegal,Jejeg,109.09158,-7.1674,2,1
1882,Jawa Tengah,Tegal,Sumurpanggang,109.10479,-6.87833,8,2
1883,Jawa Tengah,Tegal,Sirampok,109.18243,-7.00655,3,1
1884,Jawa Tengah,Tegal,Pakembaran,109.13381,-6.98115,3,1
1885,Jawa Tengah,Tegal,Pedeslohor,109.07772,-6.94526,3,1
1886,Jawa Tengah,Temanggung,Bd. Galeh/Bulu,110.10782,-7.28317,1,1
1887,Jawa Tengah,Wonogiri,Pracimantoro,110.81,-8.08,3,1
1888,Jawa Tengah,Wonogiri,Wuryantoro Dsb,110.87,-7.88,10,2
1889,Jawa Tengah,Wonogiri,Wd.Ngancar,110.97898,-7.98903,3,1
1890,Jawa Tengah,Wonogiri,Jatiroto,111.09,-7.88,4,1
1891,Jawa Tengah,Wonogiri,Purwantoro,111.27,-7.89,2,1
1892,Jawa Tengah,Wonogiri,Kismantoro,111.22,-7.89,3,1
1893,Jawa Tengah,Wonogiri,Ngadirojo,110.99,-7.85,3,1
1894,Jawa Tengah,Wonogiri,Bpp.Tubokarto,111.12,-7.766,2,1
1895,Jawa Tengah,Wonogiri,Selogiri,110.9129261,-7.805277246,13,3
1896,Jawa Tengah,Wonogiri,Baturetno,110.9351264,-8.035182806,3,1
1897,Jawa Tengah,Wonogiri,Sidoharjo,111.06654,-7.82239,2,1
1898,Jawa Tengah,Wonogiri,Bpp Giritontro,110.87998,-8.06625,5,1
1899,Jawa Tengah,wonogiri,Girimarto,111.083553,-7.789403,2,1
1900,Jawa Tengah,Wonogiri,Wonogiri,111.009531,-7.764996,3,1
1901,Jawa Tengah,WONOSOBO,Sutoireng,109.793059,-7.40174,1,1
1902,Jawa Tengah,WONOSOBO,Wangon Aji,109.91688,-7.29908,1,1
1903,Jawa Tengah,WONOSOBO,Kalikarung / Watujagir,109.94789,-7.52516,1,1
1904,Sulawesi Tengah,BANGGAI,Beringin,122.6399722,-0.787888889,3,1
1905,Sulawesi Tengah,BANGGAI,Baya,122.7909722,-0.95,1,1
1906,Sulawesi Tengah,BANGGAI,Simpang Raya,122.244,-0.938055556,1,1
1907,Sulawesi Tengah,DONGGALA,Kamonji,119.6738611,-0.11075,2,1
1908,Sulawesi Tengah,DONGGALA,Balaesang,119.8883056,-1.87E-02,1,1
1909,Sulawesi Tengah,DONGGALA,Lumbumamara,119.6794722,-0.815916667,1,1
1910,Sulawesi Tengah,DONGGALA,Lero,119.8130833,-0.634805556,3,1
1911,Sulawesi Tengah,DONGGALA,Sindue,119.7947778,-0.602777778,4,1
1912,Sulawesi Tengah,KOTA PALU,Layana,119.9048611,-0.80875,1,1
1913,Sulawesi Tengah,KOTA PALU,Stamet Mutiara,119.90625,-0.915944444,1,1
1914,Sulawesi Tengah,SIGI,Kinovaro,119.8306111,-0.962083333,1,1
1915,Sulawesi Tengah,TOJO UNA UNA,Kabelo,121.048,-1.443388889,1,1
1916,Sulawesi Tengah,TOLI TOLI,Bambapula,120.299,0.986,8,2
1917,Bangka Belitung,Bangka Barat,Jebus,105.454,-1.743,1,1
1918,Bangka Belitung,Bangka Barat,Telak,105.568,-1.677,1,1
1919,Bangka Belitung,Bangka Barat,Parit Tiga,105.507,-1.645,1,1
1920,Bangka Belitung,Bangka Barat,Dendang,105.577,-1.864,1,1
1921,Bangka Belitung,Bangka Barat,Simpang Teritip,105.378,-1.92,1,1
1922,Bangka Belitung,Bangka Barat,Kundi,105.396,-2.117,5,1
1923,Bangka Belitung,Bangka Barat,Muntok,105.166,-2.065,5,1
1924,Bangka Belitung,Bangka Barat,Kelapa ,105.678,-1.881,1,1
1925,Bangka Belitung,Bangka Barat,Tempilang,105.668,-2.073,4,1
1926,Bangka Belitung,Bangka Induk,Bukit Ketok,105.781,-1.628,2,1
1927,Bangka Belitung,Bangka Induk,Sungai Liat,106.102,-1.886,1,1
1928,Bangka Belitung,Bangka Induk,Pugul,105.94,-1.745,1,1
1929,Bangka Belitung,Bangka Induk,Bakam ,105.872,-1.973,1,1
1930,Bangka Belitung,Bangka Induk,Rukam,105.956,-2.209,4,1
1931,Bangka Belitung,Bangka Tengah,Celuak,106.144,-2.327,1,1
1932,Bangka Belitung,Bangka Tengah,Koba,106.417,-2.523,1,1
1933,Bangka Belitung,Bangka Tengah,Lubuk Besar,106.668,-2.544,1,1
1934,Bangka Belitung,Bangka Tengah,Cambai,106.153,-2.241,1,1
1935,Bangka Belitung,Bangka Tengah,Mangkol,106.089,-2.156,1,1
1936,Bangka Belitung,Bangka Tengah,Sungai Selan,105.999,-2.368,1,1
1937,Bangka Belitung,Bangka Selatan,Air Gegas,106.388,-2.684,1,1
1938,Bangka Belitung,Bangka Selatan,Rias,106.433,-2.967,1,1
1939,Bangka Belitung,Belitung,Sijuk,107.77,-2.569,2,1
1940,Bangka Belitung,Belitung,Tanjung Binga,107.653,-2.595,2,1
1941,Bangka Belitung,Belitung,Membalong,107.653,-3.121,1,1
1942,Bangka Belitung,Belitung,Air Saga,107.642,-2.716,2,1
1943,Bangka Belitung,Belitung,Perawas,107.685,-2.777,1,1
1944,Bangka Belitung,Belitung ,Pegantungan,107.567,-2.895,1,1
1945,Bangka Belitung,Belitung Timur,Damar,108.214,-2.781,4,1
1946,Bangka Belitung,Belitung Timur,Simpang Rengiang,108.049,-2.873,2,1
1947,Bangka Belitung,Belitung Timur,Simpang Pesak,107.96,-3.112,1,1
1948,Bangka Belitung,Belitung Timur,Lalang,108.279,-2.866,4,1
1949,Bangka Belitung,Belitung Timur,Air Asam,107.856,-2.95,1,1
1950,Bangka Belitung,Belitung Timur,Gantung,108.173,-2.955,3,1
1951,Jawa Timur,Lamongan,Bluri,112.34,-6.932,1,1
1952,Jawa Timur,Tuban,Jojogan,111.794,-6.968,7,2
1953,Jawa Timur,Tuban,Kerek,111.884,-6.9,15,3
1954,Jawa Timur,Tuban,Simo,111.777,-6.822,10,2
1955,Jawa Timur,Gresik,Lowayu,112.419,-6.978,3,1
1956,Jawa Timur,Gresik,Cerme,112.556,-7.219,7,2
1957,Jawa Timur,Lamongan,Karanggeneng,112.372,-6.991,7,2
1958,Jawa Timur,Surabaya,Simo,112.677,-7.258,5,1
1959,Jawa Timur,Bojonegoro,Pu Bojonegoro,111.89,-7.166,12,3
1960,Jawa Timur,Bojonegoro,Sumberejo,112,-7.176,10,2
1961,Jawa Timur,Gresik,Balongpanggang,112.419,-7.297,3,1
1962,Jawa Timur,Lamongan,Lamongan,112.417,-7.12,9,2
1963,Jawa Timur,Tuban,Widang,112.175,-7.099,7,2
1964,Jawa Timur,Bojonegoro,Dander,111.843,-7.25,9,2
1965,Jawa Timur,Bojonegoro,Leran,111.82,-7.188,16,3
1966,Jawa Timur,Madiun,Caruban,111.653,-7.547,12,3
1967,Jawa Timur,Madiun,Saradan,111.75,-7.553,12,3
1968,Jawa Timur,Madiun,Dungus,111.611,-7.686,12,3
1969,Jawa Timur,Madiun,Pagotan,111.537,-7.703,2,1
1970,Jawa Timur,Magetan,Lembeyan,111.403,-7.762,10,2
1971,Jawa Timur,Magetan,Tinap,111.414,-7.604,12,3
1972,Jawa Timur,Magetan,Lanud Iswahyudi,111.438,-7.617,11,3
1973,Jawa Timur,Pacitan,Tegalombo,111.303,-8.065,1,1
1974,Jawa Timur,Pacitan,Nawangan,111.191,-7.999,1,1
1975,Jawa Timur,Ponorogo,Slahung,111.415,-8.021,2,1
1976,Jawa Timur,Trenggalek,Kampak ,111.671,-8.176,3,1
1977,Jawa Timur,Pacitan,Pu Pacitan,111.106,-8.194,1,1
1978,Jawa Timur,Pacitan,Tulakan,111.275,-8.171,3,1
1979,Jawa Timur,Pacitan,Sudimoro,111.38,-8.248,3,1
1980,Jawa Timur,Trenggalek,Dongko,111.572,-8.19,2,1
1981,Jawa Timur,Trenggalek,Munjungan,111.599,-8.31,2,1
1982,Jawa Timur,Malang,Donomulyo,112.42,-8.269,2,1
1983,Jawa Timur,Trenggalek,Widoro,111.719,-8.123,3,1
1984,Jawa Timur,Tulungagung,Tumpakmergo,111.858,-8.21,1,1
1985,Jawa Timur,Trenggalek,Bagong,111.707,-8.04,3,1
1986,Jawa Timur,Trenggalek,Tugu,111.599,-8.057,4,1
1987,Jawa Timur,Blitar,Srengat ,112.06,-8.061,3,1
1988,Jawa Timur,Blitar,Kademangan,112.149,-8.148,4,1
1989,Jawa Timur,Tulungagung,Ngantru,111.892,-8.017,4,1
1990,Jawa Timur,Tulungagung,Paingan,111.849,-8.069,3,1
1991,Jawa Timur,Kediri,Besuki,111.857,-7.863,1,1
1992,Jawa Timur,Madiun,Kandangan,111.7,-7.759,8,2
1993,Jawa Timur,Nganjuk,Stageof Sawahan,111.765,-7.736,3,1
1994,Jawa Timur,Kediri,Papar,112.078,-7.695,9,2
1995,Jawa Timur,Kediri,Pu Kediri,112.004,-7.806,7,2
1996,Jawa Timur,Jombang,Tapen,112.285,-7.434,2,1
1997,Jawa Timur,Jombang,Kabuh,112.214,-7.394,12,3
1998,Jawa Timur,Jombang,Mojowarno,112.304,-7.63,2,1
1999,Jawa Timur,Kediri,Kencong,112.234,-7.761,7,2
2000,Jawa Timur,Mojokerto,Gedeg,112.393,-7.456,7,2
2001,Jawa Timur,Mojokerto,Janjing,112.582,-7.595,10,2
2002,Jawa Timur,Mojokerto,Mojosari,112.557,-7.515,3,1
2003,Jawa Timur,Pasuruan,Telebuk,112.722,-7.696,12,3
2004,Jawa Timur,Sidoarjo,Sruni,112.711,-7.397,8,2
2005,Jawa Timur,Sidoarjo,Stamet Juanda,112.78,-7.374,8,2
2006,Jawa Timur,Surabaya,Stamet Perak I,112.724,-7.224,9,2
2007,Jawa Timur,Pasuruan,P3Gi,112.909,-7.65,10,2
2008,Jawa Timur,Pasuruan,Bangil,112.781,-7.601,10,2
2009,Jawa Timur,Mojokerto,Pacet,112.531,-7.665,2,1
2010,Jawa Timur,Pasuruan,Pager,112.731,-7.754,2,1
2011,Jawa Timur,Pasuruan,Tutur,112.813,-7.885,1,1
2012,Jawa Timur,Malang,Pujon,112.467,-7.839,1,1
2013,Jawa Timur,Malang,Staklim Malang,112.597,-7.901,9,2
2014,Jawa Timur,Malang,Tlekung,112.537,-7.906,4,1
2015,Jawa Timur,Blitar,Kalibadak,112.244,-7.971,4,1
2016,Jawa Timur,Kediri,Siman,112.306,-7.825,7,2
2017,Jawa Timur,Blitar,Birowo,112.367,-8.225,3,1
2018,Jawa Timur,Blitar,Kesamben,112.372,-8.144,3,1
2019,Jawa Timur,Malang,Stageof Karangkates,112.451,-8.152,4,1
2020,Jawa Timur,Malang,Sitiarjo,112.679,-8.379,2,1
2021,Jawa Timur,Malang,Bantur,112.577,-8.303,1,1
2022,Jawa Timur,Blitar,Bantaran,112.344,-7.989,3,1
2023,Jawa Timur,Malang,Dampit,112.8,-8.189,10,2
2024,Jawa Timur,Malang,Jabung,112.752,-7.947,4,1
2025,Jawa Timur,Malang,Lawang,112.698,-7.833,4,1
2026,Jawa Timur,Malang,Poncokusumo,112.768,-8.041,9,2
2027,Jawa Timur,Malang,Tajinan,112.695,-8.048,4,1
2028,Jawa Timur,Malang,Lanud Ar Saleh,112.713,-7.931,4,1
2029,Jawa Timur,Lumajang,Senduro,113.091,-8.1,1,1
2030,Jawa Timur,Lumajang,Pasrujambe,113.059,-8.121,1,1
2031,Jawa Timur,Lumajang,Ranuklakah,113.268,-7.986,9,2
2032,Jawa Timur,Probolinggo,Krasak,113.163,-7.826,12,3
2033,Jawa Timur,Probolinggo,Banyuanyar Kidul,113.295,-7.861,9,2
2034,Jawa Timur,Probolinggo,Sumberbulu,113.242,-7.828,10,2
2035,Jawa Timur,Probolinggo,Pajarakan,113.379,-7.782,12,3
2036,Jawa Timur,Probolinggo,Klampokan,113.475,-7.815,12,3
2037,Jawa Timur,Probolinggo,Triwung Kidul,113.17,-7.775,12,3
2038,Jawa Timur,Lumajang,Supiturang,112.977,-8,2,1
2039,Jawa Timur,Lumajang,Rawaan/Tempursari,112.977,-8.286,2,1
2040,Jawa Timur,Jember,Kencong ,113.368,-8.273,3,1
2041,Jawa Timur,Lumajang,Meleman,113.295,-8.233,3,1
2042,Jawa Timur,Lumajang,Sukodono,113.229,-8.103,9,2
2043,Jawa Timur,Lumajang,Pasirian,113.097,-8.235,2,1
2044,Jawa Timur,Lumajang,Blukon,113.307,-8.184,3,1
2045,Jawa Timur,Probolinggo,Tiris,113.401,-7.963,3,1
2046,Jawa Timur,Probolinggo,Pandanlaras,113.489,-7.921,9,2
2047,Jawa Timur,Probolinggo,Krucil,113.484,-7.952,9,2
2048,Jawa Timur,Probolinggo,Kedungsumur,113.518,-7.854,2,1
2049,Jawa Timur,Probolinggo,Batur,113.508,-7.858,12,3
2050,Jawa Timur,Probolinggo,Bermi,113.489,-7.957,9,2
2051,Jawa Timur,Bondowoso,Glendengan,113.977,-7.829,12,3
2052,Jawa Timur,Bondowoso,Maesan,113.777,-8.021,12,3
2053,Jawa Timur,Jember,Sukowono,113.835,-8.051,7,2
2054,Jawa Timur,Bondowoso,Cerme,114.052,-7.777,12,3
2055,Jawa Timur,Probolinggo,Glagah,113.508,-7.77,12,3
2056,Jawa Timur,Situbondo,Buduan,113.728,-7.741,9,2
2057,Jawa Timur,Banyuwangi,Alas Buluh,114.407,-8.01,12,3
2058,Jawa Timur,Banyuwangi,Bajulmati,114.386,-7.927,14,3
2059,Jawa Timur,Banyuwangi,Pasewaran,114.292,-7.98,12,3
2060,Jawa Timur,Bondowoso,Sumbergading,113.987,-7.969,3,1
2061,Jawa Timur,Probolinggo,Asemjajar,113.557,-7.78,11,3
2062,Jawa Timur,Situbondo,Jatibanteng,113.684,-7.776,9,2
2063,Jawa Timur,Bondowoso,Dam Jeru,113.915,-7.862,12,3
2064,Jawa Timur,Bondowoso,Pu Bondowoso,113.818,-7.922,14,3
2065,Jawa Timur,Bondowoso,Pinang Pait,113.938,-7.952,12,3
2066,Jawa Timur,Jember,Sumberjambe,113.899,-8.065,12,3
2067,Jawa Timur,Banyuwangi,Karangharjo,114.052,-8.314,2,1
2068,Jawa Timur,Jember,Jatian,113.796,-8.15,3,1
2069,Jawa Timur,Jember,Dam Sembah,113.692,-8.157,10,2
2070,Jawa Timur,Jember,Ledokombo,113.87,-8.141,3,1
2071,Jawa Timur,Jember,Dam Pono,113.639,-8.152,7,2
2072,Jawa Timur,Jember,Wirolegi,113.739,-8.194,10,2
2073,Jawa Timur,Jember,Tempurejo,113.692,-8.29,9,2
2074,Jawa Timur,Jember,Senenrejo,113.786,-8.363,3,1
2075,Jawa Timur,Jember,Sumberejo,113.594,-8.401,7,2
2076,Jawa Timur,Jember,Lojejer,113.5,-8.36,9,2
2077,Jawa Timur,Banyuwangi,Glen Nevis,113.97,-8.32,4,1
2078,Jawa Timur,Banyuwangi,Trebasala,114,-8.4,3,1
2079,Jawa Timur,Banyuwangi,Kalisepanjang,114.08,-8.3,3,1
2080,Jawa Timur,Banyuwangi,Gunung Raung,114.02,-8.26,3,1
2081,Jawa Timur,Banyuwangi,Lijen Jambu,114.25,-8.17,2,1
2082,Jawa Timur,Banyuwangi,Stamet Banyuwangi,114.36,-8.22,2,1
2083,Jawa Timur,Banyuwangi,Grajagan,114.25,-8.55,6,2
2084,Jawa Timur,Bangkalan,Kedungdung,113.03,-7.21,13,3
2085,Jawa Timur,Bangkalan,Arosbaya,112.84,-6.95,6,2
2086,Jawa Timur,Bangkalan,Geger Campor,112.89,-6.98,2,1
2087,Jawa Timur,Sampang,Sampang,113.24,-7.18,8,2
2088,Jawa Timur,Pamekasan,Galis,113.55,-7.14,8,2
2089,Jawa Timur,Pamekasan,Pakong,113.55,-7.03,7,2
2090,Jawa Timur,Sumenep,Ganding,113.69,-7.04,9,2
2091,Jawa Timur,Sumenep,Dasuk,113.81,-6.9,7,2
2092,Jawa Timur,Sumenep,Robaru,113.75,-6.96,9,2
2093,Jawa Timur,Sumenep,Dam Jepun,113.78,-7.04,9,2
2094,Jawa Timur,Sumenep,Kebonagung,113.85,-7,8,2
2095,Jawa Timur,Sumenep,Saronggi,113.83,-7.08,8,2
2096,Jawa Timur,Sumenep,Stamet Sumenep,113.92,-7.04,9,2
2097,Jawa Timur,Sumenep,Arjasa,115.29,-6.86,9,2
2098,Jawa Timur,Gresik,Stamet Sangkapura,112.66,-5.85,6,2
2099,Jawa Timur,Ngawi,Mantingan,111.15,-7.38,10,2
2100,Jawa Timur,Ngawi,Kp Ngale,111.37,-7.41,7,2
2101,Jawa Timur,Ngawi,Padas,111.51,-7.42,9,2
2102,Jawa Timur,Ngawi,Karangjati,111.61,-7.46,7,2
2103,Jawa Timur,Bangkalan,Socah,112.71,-7.09,10,2
