NO,PROVINSI,KABUPATEN,STASIUN,BUJUR,LINTANG,HTH,KRITERIA
321,Kalimantan Barat,KETAPANG,Balai Berkuak,110.4404167,-0.619555556,1,1
322,Kalimantan Barat,KETAPANG,Aur Kuning,110.4438056,-0.952,1,1
323,Kalimantan Barat,KOTA PONTIANAK,Meteorologi Maritim Pontianak,109.34,-0.02,3,1
324,Kalimantan Barat,KOTA PONTIANAK,Siantan Hulu,109.2743333,1.66E-02,3,1
325,Kalimantan Barat,KOTA SINGKAWANG,Singkawang Barat,108.96775,0.891722222,3,1
326,Kalimantan Barat,KOTA SINGKAWANG,Singkawang Selatan,108.9568611,0.878833333,2,1
327,Kalimantan Barat,KOTA SINGKAWANG,Singkawang Tengah,108.9958056,0.930416667,4,1
328,Kalimantan Barat,KOTA SINGKAWANG,Singkawang Timur,109.0515278,0.878194444,4,1
329,Kalimantan Barat,KOTA SINGKAWANG,Singkawang Utara,109.0159444,0.944166667,4,1
330,Kalimantan Barat,KUBU RAYA,Kubu,109.3912222,-0.470777778,1,1
331,Kalimantan Barat,KUBU RAYA,Sei Ambawang,109.4656667,-4.08E-02,2,1
332,Kalimantan Barat,KUBU RAYA,Lab. Sei Kakap,109.2300833,-6.38E-02,4,1
333,Kalimantan Barat,KUBU RAYA,Sei Kakap,109.2070833,-5.96E-02,4,1
334,Kalimantan Barat,KUBU RAYA,Meteorologi Supadio,109.4,-0.15,3,1
335,Kalimantan Barat,KUBU RAYA,Sei Raya,109.3630556,-9.26E-02,3,1
336,Kalimantan Barat,KUBU RAYA,Teluk Pakedai,109.2412778,-0.261916667,2,1
337,Kalimantan Barat,LANDAK,Mandor,109.3324722,0.321083333,1,1
338,Kalimantan Barat,LANDAK,Karangan,109.3839167,0.577027778,3,1
339,Kalimantan Barat,LANDAK,Menjalin,109.3395833,0.47275,3,1
340,Kalimantan Barat,LANDAK,Darit,109.6225278,0.595777778,3,1
341,Kalimantan Barat,LANDAK,Pehauman,109.6641944,0.317833333,1,1
342,Kalimantan Barat,LANDAK,Senakin,109.5607778,0.374833333,5,1
343,Kalimantan Barat,MELAWI,Blimbing,111.6716667,-0.337333333,1,1
344,Kalimantan Barat,MELAWI,Ela Hilir,111.9863056,-0.462444444,1,1
345,Kalimantan Barat,MEMPAWAH,Anjungan,109.1691389,0.360138889,2,1
346,Kalimantan Barat,MEMPAWAH,Mempawah Timur,108.95525,0.364138889,1,1
347,Kalimantan Barat,MEMPAWAH,Sadaniang,109.1385,0.555888889,5,1
348,Kalimantan Barat,MEMPAWAH,Segedong,109.1983056,0.157805556,4,1
349,Kalimantan Barat,MEMPAWAH,Sei Kunyit,108.9128611,0.514027778,4,1
350,Kalimantan Barat,MEMPAWAH,Sei Pinyuh,109.062,0.283083333,4,1
351,Kalimantan Barat,MEMPAWAH,Klimatologi Mempawah,109.19,7.51E-02,1,1
352,Kalimantan Barat,MEMPAWAH,Toho,109.2745556,0.430055556,4,1
353,Kalimantan Barat,SAMBAS,Galing,109.3578889,1.532222222,3,1
354,Kalimantan Barat,SAMBAS,Sentebang (Jawai),109.0484444,1.325694444,5,1
355,Kalimantan Barat,SAMBAS,Jawai Selatan,109.0193889,1.266638889,4,1
356,Kalimantan Barat,SAMBAS,Meteorologi Paloh,109.32,1.74,3,1
357,Kalimantan Barat,SAMBAS,Pemangkat,108.9832778,1.157444444,4,1
358,Kalimantan Barat,SAMBAS,Salatiga,109.0248333,1.116166667,4,1
359,Kalimantan Barat,SAMBAS,Diperta Sambas,109.3279722,1.440694444,1,1
360,Kalimantan Barat,SAMBAS,Sebawi,109.2236944,1.284805556,3,1
361,Kalimantan Barat,SAMBAS,Semparuk,109.0753333,1.134888889,4,1
362,Kalimantan Barat,SAMBAS,Citrus Centre,109.0965556,1.194583333,3,1
363,Kalimantan Barat,SAMBAS,Tebas,109.1664167,1.201361111,4,1
364,Kalimantan Barat,SANGGAU,Batang Tarang,110.1196944,0.146361111,1,1
365,Kalimantan Barat,SANGGAU,Balai Sebut (Jangkang),110.1865,0.470166667,3,1
366,Kalimantan Barat,SANGGAU,Meliau,110.2984722,-0.127444444,2,1
367,Kalimantan Barat,SANGGAU,Kedukul,110.7640833,0.125916667,1,1
368,Kalimantan Barat,SANGGAU,Parindu,110.3118333,0.255972222,1,1
369,Kalimantan Barat,SANGGAU,Sanggau,110.6214722,0.126111111,1,1
370,Kalimantan Barat,SANGGAU,Tayan Hilir,110.1011667,1.70E-02,2,1
371,Kalimantan Barat,SEKADAU,Bpp Belitang / Desa Padak,111.1832222,0.25025,1,1
372,Kalimantan Barat,SEKADAU,Sei Ayak,111.0701111,0.100333333,1,1
373,Kalimantan Barat,SEKADAU,Balai Sepuak,111.2073889,0.442194444,3,1
374,Kalimantan Barat,SEKADAU,Nanga Mahap,110.7635833,0.427361111,1,1
375,Kalimantan Barat,SINTANG,Mensiku Jaya,111.4704444,0.200333333,3,1
376,Kalimantan Barat,SINTANG,Nanga Mau,112.4863333,5.94E-02,3,1
377,Kalimantan Barat,SINTANG,Kebong,111.6529722,5.94E-02,3,1
378,Kalimantan Barat,SINTANG,Nanga Dedai,111.5666667,-0.05,2,1
379,Kalimantan Barat,SINTANG,Nobal,111.4576667,-0.113222222,1,1
380,Kalimantan Barat,SINTANG,Nanga Sepauk/Paoh,111.15,-0.05,1,1
381,Kalimantan Barat,SINTANG,Meteorologi Sintang,111.48,0.06,1,1
382,Kalimantan Barat,SINTANG,Tempunak,111.3052778,7.61E-02,1,1
383,Nusa Tenggara Timur,Manggarai Barat,Stamet Labuan Bajo,119.9,-8.49,12,3
384,Nusa Tenggara Timur,Manggarai Barat,Werang,119.93,-8.66,7,2
385,Nusa Tenggara Timur,Manggarai ,Stamet Ruteng,120.35,-8.6,6,2
386,Nusa Tenggara Timur,Manggarai ,Pagal,120.43,-8.43,6,2
387,Nusa Tenggara Timur,Manggarai,Iteng Sparc,120.62,-8.82,4,1
388,Nusa Tenggara Timur,Manggarai,Gapong Sparc,120.53,-8.53,3,1
389,Nusa Tenggara Timur,Manggarai Timur,Benteng Jawa,120.54,-8.32,15,3
390,Nusa Tenggara Timur,Manggarai Timur,Dampek/Lambaleda,120.52,-8.32,12,3
391,Nusa Tenggara Timur,Manggarai Timur,Mano,120.61,-8.48,1,1
392,Nusa Tenggara Timur,Manggarai Timur,Ranamese,120.52,-8.6,3,1
393,Nusa Tenggara Timur,Manggarai Timur,Borong,120.62,-8.76,1,1
394,Nusa Tenggara Timur,Ngada,Aimere,120.85,-8.83,6,2
395,Nusa Tenggara Timur,Ngada,Bajawa,120.91,-8.74,7,2
396,Nusa Tenggara Timur,Ngada,Bomari,120.98,-8.72,6,2
397,Nusa Tenggara Timur,Ngada,Watukapu,122.02,-8.65,5,1
398,Nusa Tenggara Timur,Ngada,Wolomeze,121.04,-8.54,13,3
399,Nusa Tenggara Timur,Ngada,Mataloko,121.05,-8.9,3,1
400,Nusa Tenggara Timur,Nagekeo,Danga,121.27,-8.5,15,3
401,Nusa Tenggara Timur,Nagekeo,Rendu,121.17,-8.6,12,3
402,Nusa Tenggara Timur,Ende,Nanganio,121.94,-8.51,14,3
403,Nusa Tenggara Timur,Ende,Detusoko,121.78,-8.65,10,2
404,Nusa Tenggara Timur,Ende,Pos Met Ende,121.66,-8.54,6,2
405,Nusa Tenggara Timur,Ende,Warukasu,121.45,-8.79,15,3
406,Nusa Tenggara Timur,Ende,Wolojita,121.89,-8.8,17,3
407,Nusa Tenggara Timur,Ende,Bokasape,121.88,-8.71,4,1
408,Nusa Tenggara Timur,Ende,Welamosa,121.83,-8.55,12,3
409,Nusa Tenggara Timur,Ende,Watuneso,121.92,-8.81,3,1
410,Nusa Tenggara Timur,Ende,Kelimutu,122.04,-8.7,4,1
411,Nusa Tenggara Timur,Sikka,Ledalero,122.02,-8.65,11,3
412,Nusa Tenggara Timur,Sikka,Lela,122.14,-8.72,6,2
413,Nusa Tenggara Timur,Sikka,Stamet Maumere,122.15,-8.57,11,3
414,Nusa Tenggara Timur,Sikka,Magepanda,122.04,-8.54,12,3
415,Nusa Tenggara Timur,Sikka,Waigete,122.43,-8.61,15,3
416,Nusa Tenggara Timur,Sikka,Nangablo,122.01,-8.68,3,1
417,Nusa Tenggara Timur,Sikka,Stamet Larantuka,122.97,-8.33,13,3
418,Nusa Tenggara Timur,Flores Timur,Lewoleba,123.4,-8.37,13,3
419,Nusa Tenggara Timur,Lembata,Wairiang,123.82,-8.31,13,3
420,Nusa Tenggara Timur,Lembata,Hadakewa,123.53,-8.37,22,4
421,Nusa Tenggara Timur,Lembata,Waipukang,123.47,-8.31,12,3
422,Nusa Tenggara Timur,Lembata,Wulandoni,123.45,-8.53,1,1
423,Nusa Tenggara Timur,Lembata,Stamet Mali,124.5,-8.2,12,3
424,Nusa Tenggara Timur,Alor,Kalabahi,124.66,-8.19,13,3
425,Nusa Tenggara Timur,Alor,Tambolaka,119.21,-9.41,15,3
426,Nusa Tenggara Timur,Sumba Barat Daya,Waitabula,119.11,-9.45,18,3
427,Nusa Tenggara Timur,Sumba Barat,Kabukarudi,119.53,-9.72,12,3
428,Nusa Tenggara Timur,Sumba Tengah,Stamet Waingapu,120.22,-9.62,12,3
429,Nusa Tenggara Timur,Sumba Timur,Kawangu,120.11,-9.68,17,3
430,Nusa Tenggara Timur,Sumba Timur,Nggongi,120.38,-10.22,2,1
431,Nusa Tenggara Timur,Sumba Timur,Kananggar,120.35,-10.01,8,2
432,Nusa Tenggara Timur,Sumba Timur,Tanarara,120.28,-10.02,12,3
433,Nusa Tenggara Timur,Sumba Timur,Tawui,120.08,-10.16,18,3
434,Nusa Tenggara Timur,Sumba Timur,Lambanapu,120.28,-9.7,16,3
435,Nusa Tenggara Timur,Sumba Timur,Rambangaru,119.96,-9.37,17,3
436,Nusa Tenggara Timur,Sumba Timur,Kamanggih,120.48,-9.89,14,3
437,Nusa Tenggara Timur,Sumba Timur,Stamet Tardamu Sabu,121.88,-10.49,13,3
438,Nusa Tenggara Timur,Sabu Raijua,Daieko,121.76,-10.54,12,3
439,Nusa Tenggara Timur,Sabu Raijua,Stamet Lekunik Rote,123.09,-10.74,13,3
440,Nusa Tenggara Timur,Rote Ndao,Olafulihaa,123.25,-10.61,12,3
441,Nusa Tenggara Timur,Rote Ndao,Papela,123.39,-10.6,13,3
442,Nusa Tenggara Timur,Rote Ndao,Busalangga,122.9,-10.77,18,3
443,Nusa Tenggara Timur,Rote Ndao,Feapopi,123.1,-10.76,6,2
444,Nusa Tenggara Timur,Rote Ndao,Batutua,122.9,-10.87,14,3
445,Nusa Tenggara Timur,Kota Kupang,Staklim Lasiana,123.66,-10.14,12,3
446,Nusa Tenggara Timur,Kota Kupang,Stamet El Tari,123.65,-10.15,12,3
447,Nusa Tenggara Timur,Kota Kupang,Sikumana,123.62,-10.23,13,3
448,Nusa Tenggara Timur,Kota Kupang,Bakunase,123.59,-10.24,12,3
449,Nusa Tenggara Timur,Kota Kupang,Oepoi,123.61,-10.32,40,5
450,Nusa Tenggara Timur,Kota Kupang,Naioni,123.59,-10.26,17,3
451,Nusa Tenggara Timur,Kota Kupang,Mapoli,123.62,-10.18,21,4
452,Nusa Tenggara Timur,Kupang,Oekabiti,123.81,-10.21,14,3
453,Nusa Tenggara Timur,Kupang,Baun,123.62,-10.32,13,3
454,Nusa Tenggara Timur,Kupang,Camplong,124.01,-10.16,13,3
455,Nusa Tenggara Timur,Kupang,Lelogama,123.96,-9.67,12,3
456,Nusa Tenggara Timur,Kupang,Hueknutu,123.98,-9.88,14,3
457,Nusa Tenggara Timur,Kupang,Sulamu,123.6,-10.03,12,3
458,Nusa Tenggara Timur,Timor Tengah Selatan,Panite,124.21,-10.06,21,4
459,Nusa Tenggara Timur,Timor Tengah Selatan,Kualin,124.47,-9.8,1,1
460,Nusa Tenggara Timur,Timor Tengah Selatan,Nule,124.33,-9.86,1,1
461,Nusa Tenggara Timur,Timor Tengah Selatan,Polen,124.23,-10.06,1,1
462,Nusa Tenggara Timur,Timor Tengah Selatan,Kesetnana,124.28,-9.83,2,1
463,Nusa Tenggara Timur,Timor Tengah Utara,Noemuti,124.4,-9.43,6,2
464,Nusa Tenggara Timur,Timor Tengah Utara,Oenenu,124.43,-9.43,11,3
465,Nusa Tenggara Timur,Malaka,Kaputu,124.85,-9.5,8,2
466,Nusa Tenggara Timur,Belu,Fatubenao,124.91,-9.1,18,3
467,Nusa Tenggara Timur,Belu,Fatukmetan,125.15,-9.08,15,3
468,Nusa Tenggara Timur,Belu,Fatulotu,124.83,-9.05,14,3
469,Nusa Tenggara Timur,Belu,Wedomu,125.1,-9.04,18,3
470,Nusa Tenggara Timur,Belu,Haekesak,124.85,-9.33,15,3
471,Nusa Tenggara Timur,Belu,Pos Met Atambua,124.54,-9.04,12,3
472,Nusa Tenggara Timur,Kupang ,Oelnasi/ Tilong,123.7,-10.15,66,6
473,Nusa Tenggara Timur,,Baumata,123.704,-10.2,56,5
474,Nusa Tenggara Timur,kupang barat,Batuliti,123.552076,-10.326697,14,3
475,Bali,JEMBRANA,Palasari(Ekasari),114.53,-8.24,4,1
476,Bali,JEMBRANA,Tetelan,114.51,-8.28,2,1
477,Bali,JEMBRANA,Melaya,114.48,-8.25,2,1
478,Bali,JEMBRANA,Bpp Melaya(Nusasari),114.501,-8.274,2,1
479,Bali,JEMBRANA,Cekik/Gilimanuk,114.446,-8.189,2,1
480,Bali,JEMBRANA,Melaya Ii,114.47,-8.236,2,1
481,Bali,JEMBRANA,Klimat Negara,114.63124,-8.32145,2,1
482,Bali,JEMBRANA,Pengajaran (Berangbang),114.62,-8.3,2,1
483,Bali,JEMBRANA,Pulukan,114.83,-8.4,4,1
484,Bali,JEMBRANA,Gumbrih,114.88,-8.43,2,1
485,Bali,JEMBRANA,Poh Santen,114.69,-8.34,4,1
486,Bali,JEMBRANA,Rambutsiwi(Yehembang Kangin),114.78,-8.39,3,1
487,Bali,JEMBRANA,Tegal Cangkring,114.71,-8.36,2,1
488,Bali,JEMBRANA,Tibu Tanggang (Penyaringan),114.73,-8.35,2,1
489,Bali,BULELENG,Munduk,115.084,-8.283,9,2
490,Bali,BULELENG,Tukad Mungga,115.05,-8.15,12,3
491,Bali,BULELENG,Busungbiu,114.977,-8.273,9,2
492,Bali,BULELENG,Pucaksari/Tegalasih,114.96,-8.3,3,1
493,Bali,BULELENG,Tista/Dadap Putih,114.91,-8.35,3,1
494,Bali,BULELENG,Sumber Klampok,114.5,-8.15,12,3
495,Bali,BULELENG,Grokgak,114.77,-8.2,12,3
496,Bali,BULELENG,Patas,114.78,-8.23,11,3
497,Bali,BULELENG,Celukan Bawang,114.85,-8.21,12,3
498,Bali,BULELENG,Sumberkima,114.534,-8.178,13,3
499,Bali,BULELENG,Banyupoh,114.669,-8.168,11,3
500,Bali,BULELENG,Kubutambahan,115.229,-8.208,12,3
501,Bali,BULELENG,Bengkala,115.207,-8.095,12,3
502,Bali,BULELENG,Kloncing,115.179,-8.153,12,3
503,Bali,BULELENG,Tangguwisia,114.933,-8.192,12,3
504,Bali,BULELENG,Wanagiri,115.11,-8.22,2,1
505,Bali,BULELENG,Sukasada,115.113,-8.141,12,3
506,Bali,BULELENG,Gitgit,115.15,-8.2,10,2
507,Bali,BULELENG,Tejakula,115.355,-8.135,12,3
508,Bali,BULELENG,Bpp Tejakula,115.322,-8.124,12,3
509,Bali,BULELENG,Sambirenteng (Gretek),115.4,-8.16,12,3
510,Bali,BULELENG,Bondalem,115.294,-8.113,12,3
511,Bali,TABANAN,Baturiti,115.16,-8.287,2,1
512,Bali,TABANAN,Candikuning,115.158,-8.271,2,1
513,Bali,TABANAN,Luwus,115.183,-8.328,3,1
514,Bali,TABANAN,Tanah Lot(Beraban),115.09,-8.61,4,1
515,Bali,TABANAN,Banjar Sanggulan,115.146,-8.541,6,2
516,Bali,TABANAN,Marga/Kuwum,115.17,-8.48,3,1
517,Bali,TABANAN,Tegallinggah/Rejasa,115.101,-8.414,2,1
518,Bali,TABANAN,Jatiluwih,115.12653,-8.36828,2,1
519,Bali,TABANAN,Buruan,115.14,-8.42,2,1
520,Bali,TABANAN,Batungsel (Pupuan),115.051,-8.365,10,2
521,Bali,TABANAN,Pajahan,115.008,-8.317,11,3
522,Bali,TABANAN,Suraberata (Lalang Linggah),114.9595,-8.4789,3,1
523,Bali,TABANAN,Ampadan (Tiying Gading),115.01,-8.44,3,1
524,Bali,TABANAN,Bajera,115.037,-8.488,4,1
525,Bali,TABANAN,Megati,115.053522,-8.497433,3,1
526,Bali,TABANAN,Megati 2/Bp3K,115.044,-8.518,3,1
527,Bali,TABANAN,Meliling,115.081,-8.517,4,1
528,Bali,TABANAN,Bongan,115.11,-8.55,4,1
529,Bali,BADUNG,Blahkiuh ,115.21,-8.51,3,1
530,Bali,BADUNG,Ngurah Rai,115.16,-8.74,4,1
531,Bali,BADUNG,Balai Iii,115.18,-8.73,4,1
532,Bali,BADUNG,Jimbaran,115.17,-8.79,3,1
533,Bali,BADUNG,Pecatu,115.12,-8.82,1,1
534,Bali,BADUNG,Nusa Dua,115.22,-8.8,10,2
535,Bali,BADUNG,Tibubeneng/Aseman,115.15,-8.66,4,1
536,Bali,BADUNG,Kapal,115.174,-8.579,3,1
537,Bali,BADUNG,Mengwi Gede,115.181,-8.535,2,1
538,Bali,BADUNG,Petang(Pelaga 2),115.22,-8.37,2,1
539,Bali,BADUNG,Pelaga/Pelaga1,115.23,-8.29,3,1
540,Bali,DENPASAR,Peguyangan Kaja,115.22,-8.6,3,1
541,Bali,DENPASAR,Sumerta,115.24,-8.64,6,2
542,Bali,DENPASAR,Sanglah,115.21,-8.67,4,1
543,Bali,DENPASAR,Padang Sumbu,115.19,-8.64,4,1
544,Bali,DENPASAR,Suwung Kangin,115.21,-8.71,2,1
545,Bali,GIANYAR,Abianbase/Gianyar,115.32528,-8.54909,2,1
546,Bali,GIANYAR,Puhu Payangan/Ponggang,115.25,-8.43,2,1
547,Bali,GIANYAR,Kerta,115.25843,-8.39125,3,1
548,Bali,GIANYAR,Celuk,115.265,-8.6018,5,1
549,Bali,GIANYAR,Kemenuh,115.29,-8.54,3,1
550,Bali,GIANYAR,Tegallalang,115.259,-8.46431,2,1
551,Bali,GIANYAR,Tarukan/Pejeng Kaja,115.29,-8.49,3,1
552,Bali,GIANYAR,Peliatan,115.27207,-8.50869,3,1
553,Bali,KLUNGKUNG,Banjarangkan,115.38,-8.55,4,1
554,Bali,KLUNGKUNG,Dawan Kelod (Bpp Dawan),115.43,-8.53,2,1
555,Bali,KLUNGKUNG,Kusamba,115.45,-8.55,4,1
556,Bali,KLUNGKUNG,Tegallinggah(Semarapura Kangin),115.41,-8.54,2,1
557,Bali,KLUNGKUNG,Sampalan (Batununggal),115.55,-8.68,11,3
558,Bali,KLUNGKUNG,Prapat(Penida 1),115.495,-8.683,4,1
559,Bali,KLUNGKUNG,Batu Kandik,115.557,-8.759,4,1
560,Bali,BANGLI,Bangli(Kawan),115.36,-8.44,1,1
561,Bali,BANGLI,Pengotan,115.35,-8.3,3,1
562,Bali,BANGLI,(Satra)Kembangsari,115.308,-8.186,12,3
563,Bali,BANGLI,Kintamani,115.33,-8.24,5,1
564,Bali,BANGLI,Catur,115.264,-8.229,4,1
565,Bali,BANGLI,Toya Bungkah/Batur,115.36,-8.27,11,3
566,Bali,BANGLI,Penelokan,115.34,-8.28,2,1
567,Bali,BANGLI,Trunyan,115.421,-8.263,3,1
568,Bali,BANGLI,Susut (Suluhan),115.34,-8.41,3,1
569,Bali,BANGLI,Yangapi,115.39,-8.43,2,1
570,Bali,KARANGASEM,Abang,115.59,-8.39,2,1
571,Bali,KARANGASEM,Kahang-Kahang,115.6,-8.37,2,1
572,Bali,KARANGASEM,Bebandem,115.54,-8.43,2,1
573,Bali,KARANGASEM,Amlapura(Subagan),115.61,-8.45,4,1
574,Bali,KARANGASEM,Jasri,115.59,-8.46,5,1
575,Bali,KARANGASEM,Seraya Barat,115.593,-8.489,11,3
576,Bali,KARANGASEM,Seraya Tengah,115.66,-8.42,10,2
577,Bali,KARANGASEM,Seraya Timur,115.68,-8.41,11,3
578,Bali,KARANGASEM,Perasi/Pertima,115.58,-8.47,10,2
579,Bali,KARANGASEM,Kubu,115.563,-8.264,12,3
580,Bali,KARANGASEM,Sukadana,115.513,-8.248,2,1
581,Bali,KARANGASEM,Tianyar,115.492,-8.206,12,3
582,Bali,KARANGASEM,Tulamben,115.591,-8.291,2,1
583,Bali,KARANGASEM,Ulakan,115.51,-8.48,2,1
584,Bali,KARANGASEM,Duda,115.48,-8.44,2,1
585,Bali,KARANGASEM,Talibeng,115.43,-8.476,3,1
586,Bali,KARANGASEM,Telaga Tawang(Sidemen),115.453,-8.471,2,1
587,Bali,KARANGASEM,Besakih,115.46,-8.35,2,1
588,Bali,KARANGASEM,Pempatan,115.41,-8.35,2,1
589,Bali,KARANGASEM,Singarata,115.42,-8.4,2,1
590,Kalimantan Selatan,Kota Banjarmasin,Banjarmasin Timur/ Banua Anyar,114.614,-3.308,7,2
591,Kalimantan Selatan,Kota Banjarbaru,Banjarbaru Selatan/ Sei Besar,114.8503,-3.453,1,1
592,Kalimantan Selatan,Kota Banjarbaru,Landasan Ulin/ Meka Tani,114.7881,-3.453,5,1
593,Kalimantan Selatan,Kota Banjarbaru,Landasan Ulin/ Landasan Ulin Timur,114.7552,-3.46,3,1
594,Kalimantan Selatan,Kota Banjarbaru,Stamet Syamsudin Noor,114.754,-3.442,4,1
595,Kalimantan Selatan,Kab. Tapin,Bakarangan/ Masta,115.0894,-2.859,1,1
596,Kalimantan Selatan,Kab. Tapin,Tapin Tengah/ Andhika,115.0921,-2.968,10,2
597,Kalimantan Selatan,Kab. Tapin,CRF Tambarangan,115.1409,-3.005,6,2
598,Kalimantan Selatan,Kab. Tapin,Bungur/ Banua Padang,115.1457,-2.973,6,2
599,Kalimantan Selatan,Kab. Tapin,Tapin Selatan/ Harapan Masa,115.147,-2.987,7,2
600,Kalimantan Selatan,Kab. Tapin,Lok Paikat/ Binderang,115.187,-2.91,10,2
601,Kalimantan Selatan,Kab. Tapin,Hatungun,115.165,-3.141,1,1
602,Kalimantan Selatan,Kab. Tanah Laut,Panyipatan/ Batu Mulia,114.772,-3.947,3,1
603,Kalimantan Selatan,Kab. Tanah Laut,Kintap/ Kebun Raya,115.29,-3.862,3,1
604,Kalimantan Selatan,Kab. Tanah Laut,Bumi Makmur/ Handil Gayam,114.623,-3.568,4,1
605,Kalimantan Selatan,Kab. Tanah Laut,Takisung/ Gn. Makmur,114.645,-3.886,4,1
606,Kalimantan Selatan,Kab. Tanah Laut,SMPK Pelaihari,114.781,-3.798,4,1
607,Kalimantan Selatan,Kab. Tanah Laut,Jorong,114.9232,-3.967,3,1
608,Kalimantan Selatan,Kab. Tanah Laut,Batu Ampar,114.824,-3.886,3,1
609,Kalimantan Selatan,Kab. Tanah Laut,Bati-Bati/ Ujung,114.7043,-3.597,5,1
610,Kalimantan Selatan,Kab. Tanah Laut,Pelaihari/ Pabahanan,114.768,-3.771,4,1
611,Kalimantan Selatan,Kab. Tanah Laut,Tambang Ulang/ Pulau Sari,114.708,-3.668,4,1
612,Kalimantan Selatan,Kab. Tanah Laut,SMPK Telaga,114.719,-3.834,6,2
613,Kalimantan Selatan,Kab. Tanah Laut,Bajuin,114.836,-3.754,5,1
614,Kalimantan Selatan,Kab. Tanah Laut,Kurau / Maluka Baulin,114.646,-3.683,6,2
615,Kalimantan Selatan,Kab. Tanah Bumbu,Kuranji,115.704,-3.519,2,1
616,Kalimantan Selatan,Kab. Tanah Bumbu,Angsana/Kr.Indah,115.586,-3.709,1,1
617,Kalimantan Selatan,Kab. Tanah Bumbu,Sei Loban/ Marga Mulya,115.769,-3.657,3,1
618,Kalimantan Selatan,Kab. Tanah Bumbu,Kusan Hulu/Sungai Rukam,115.808,-3.498,2,1
619,Kalimantan Selatan,Kab. Tanah Bumbu,Kr. Bintang/ Manunggal,115.927,-3.339,3,1
620,Kalimantan Selatan,Kab. Tabalong,Haruai/ Kembang Kng,115.518,-2.073,6,2
621,Kalimantan Selatan,Kab. Tabalong,Upau/ Masingai I,115.553,-2.103,5,1
622,Kalimantan Selatan,Kab. Kotabaru,Hampang,115.837,-2.92,3,1
623,Kalimantan Selatan,Kab. Kotabaru,Kelumpang Barat/ Siayuh,116.075,-2.788,2,1
624,Kalimantan Selatan,Kab. Kotabaru,Pamukan Barat/ Sengayam,116.01,-2.339,3,1
625,Kalimantan Selatan,Kab. Kotabaru,Pl Utara / Gunung Ulin,116.2103,-3.29,3,1
626,Kalimantan Selatan,Kab. Kotabaru,Pamukan Utara/ Bakau,116.2557,-2.387,3,1
627,Kalimantan Selatan,Kab. Kotabaru,Sampanahan,116.27,-2.56,3,1
628,Kalimantan Selatan,Kab. Kotabaru,Pl Tanjung Selayar,116.1116,-3.963,3,1
629,Kalimantan Selatan,Kab. Kotabaru,Kelumpang Selatan / Sangking Baru,116.1096,-3.071,4,1
630,Kalimantan Selatan,Kab. Kotabaru,Pl Kepulauan / Tanjung Lala,116.1932,-3.981,3,1
631,Kalimantan Selatan,Kab. Kotabaru,Pamukan Selatan / Sekandis,116.34,-2.75,1,1
632,Kalimantan Selatan,Kab. Kotabaru,Stamet Gusti Syamsir Alam,116.167,-3.299,3,1
633,Kalimantan Selatan,Kab. Kotabaru,Pl Selatan / Tanjung Seloka,116.2947,-3.87,4,1
634,Kalimantan Selatan,Kab. Kotabaru,Kelumpang Selatan/ Bumi Asih,116.1827,-3.115,1,1
635,Kalimantan Selatan,Kab. Kotabaru,Kelumpang Tengah/ Senakin,116.2843,-2.979,2,1
636,Kalimantan Selatan,Kab. Kotabaru,Pl Tengah / Tanjung Serdang,116.055,-3.478,2,1
637,Kalimantan Selatan,Kab. Kotabaru,Kelumpang Hilir / Serongga,115.9821,-3.181,2,1
638,Kalimantan Selatan,Kab. Kotabaru,Sungai Durian / Manunggal Lama,116.1622,-2.512,1,1
639,Kalimantan Selatan,Kab. Hulu Sungai Utara,Babirik/Babirik Hilir,115.1382,-2.539,7,2
640,Kalimantan Selatan,Kab. Hulu Sungai Utara,Danau Panggang,115.1018,-2.461,8,2
641,Kalimantan Selatan,Kab. Hulu Sungai Tengah,SMPK Pantai Hambawang,115.3367,-2.638,7,2
642,Kalimantan Selatan,Kab. Hulu Sungai Tengah,Batu Benawa/ Pagat,115.4335,-2.636,3,1
643,Kalimantan Selatan,Kab. Hulu Sungai Tengah,Hantakan,115.4475,-2.642,3,1
644,Kalimantan Selatan,Kab. Hulu Sungai Tengah,Labuan Amas Utara/ Samhurang,115.2561,-2.621,2,1
645,Kalimantan Selatan,Kab. Hulu Sungai Selatan,Kandangan/ Sungai Kupang,115.2248,-2.722,1,1
646,Kalimantan Selatan,Kab. Hulu Sungai Selatan,Daha Utara/ Taluk Labak,115.1076,-2.598,5,1
647,Kalimantan Selatan,Kab. Hulu Sungai Selatan,Telaga Langsat/ Gumbil,115.34,-2.713,1,1
648,Kalimantan Selatan,Kab. Hulu Sungai Selatan,Kalumpang/ Tambingkar,115.166,-2.82,1,1
649,Kalimantan Selatan,Kab. Hulu Sungai Selatan,Daha Selatan/Muning Tengah,115.127,-2.649,1,1
650,Kalimantan Selatan,Kab. Hulu Sungai Selatan,Loksado/ Lumpangi,115.4143,-2.813,1,1
651,Kalimantan Selatan,Kab. Hulu Sungai Selatan,SMPK Sungai Raya,115.2403,-2.855,1,1
652,Kalimantan Selatan,Kab. Hulu Sungai Selatan,Padang Batung/ Durian Rabung,115.2983,-2.823,1,1
653,Kalimantan Selatan,Kab. Hulu Sungai Selatan,Sungai Raya/ Asam,115.183,-2.844,5,1
